10000
869 -413
386 929
677 542
615 580
578 492
-170 -355
-268 -118
852 320
772 802
264 543
-712 -247
-982 56
-857 476
914 343
47 355
-408 -668
507 583
26 177
505 -221
-214 89
641 -299
-150 -427
-837 587
104 132
-612 -994
-316 -740
-858 860
-214 315
413 607
475 -218
-296 742
853 229
675 -348
310 -344
985 28
994 104
-312 -395
270 -16
378 586
-776 418
106 -740
403 130
751 335
607 -204
-924 -535
844 704
263 807
-415 -672
-23 -742
-953 -89
-144 880
-589 -385
643 864
-901 223
-971 956
-901 186
201 917
-983 -226
502 -227
-449 730
-944 952
-524 -676
-583 -373
-155 787
-139 439
578 -12
-340 199
176 190
-24 132
348 -917
-88 -521
-166 -966
-908 -414
-582 -345
-292 769
5 848
968 -627
-870 142
-893 448
71 164
299 143
976 663
-209 509
-433 -185
838 672
-393 -739
-751 794
-801 673
-460 -42
-567 -402
-884 -373
-184 -996
-948 -767
32 566
284 -899
52 -25
-964 462
-117 499
310 363
-240 -936
800 -562
125 -156
-723 792
694 173
-238 103
792 -325
-146 310
-803 -152
-469 968
873 565
325 679
91 459
364 573
-329 -386
-897 302
-688 298
237 752
522 -357
-360 -35
433 -53
-69 552
875 -465
246 -388
871 -923
-341 -323
-200 -296
539 -179
-779 -580
990 -979
-500 612
98 -389
-272 647
-46 -468
173 -627
805 -757
-970 247
-5 13
285 -889
361 -498
-503 -344
155 -405
332 870
75 160
798 -809
487 951
356 674
-993 991
59 389
-364 -850
-568 -94
-866 549
-929 936
963 -612
-400 -646
-497 -95
-804 99
-578 -228
203 394
-368 276
-352 350
148 -316
-959 -149
82 256
996 -773
-735 205
459 -955
-52 -559
-144 823
547 923
-406 -207
285 -885
-260 -198
-695 -26
539 -109
-455 -494
686 -882
-740 -66
-787 -51
133 -224
-528 -140
-222 -317
-371 -373
-465 469
910 -56
-397 543
690 462
-413 894
907 -961
-68 -860
46 628
87 -838
237 985
-491 946
-312 869
-928 -181
647 -648
-910 -932
-265 -872
-907 -254
631 -256
862 -666
-53 353
514 -577
-854 563
-605 61
-634 -83
967 38
-182 -535
-338 813
273 -561
357 530
-437 -510
-689 -490
-390 -797
927 703
-685 107
-474 -206
268 -542
-585 -802
694 -443
469 -477
736 -15
-764 702
1 -570
794 -125
-830 -183
-103 -141
-864 -53
846 863
-600 -944
539 -500
-619 -14
355 -555
-830 -762
-801 -122
166 -18
340 687
778 83
-744 975
-961 -525
389 410
-673 -370
612 -775
124 -994
760 -2
-22 -464
246 94
504 540
-549 -530
-789 -741
775 -133
125 62
14 278
-674 747
560 637
765 753
-141 291
852 -854
742 930
824 -574
875 -108
-799 519
-438 516
-219 -659
-175 270
-629 -70
739 11
-467 -599
-653 -853
-992 -112
-702 463
-932 -566
-671 976
899 970
-244 867
591 -890
-590 -206
380 45
-61 394
-883 -778
736 -168
-972 874
499 670
-316 258
-503 82
275 28
890 712
-690 -917
454 -91
352 -6
886 -321
275 -725
780 -496
85 -477
-218 -307
-755 290
545 831
-335 626
-861 -177
-680 583
510 129
568 610
-708 -262
-312 -113
-845 601
263 -421
-145 990
554 -243
-21 531
-625 -530
-198 -636
-739 -157
858 -581
539 763
-744 567
-946 -238
504 -275
355 -648
-316 -811
63 153
96 25
-823 -785
420 986
778 831
-448 -194
194 -305
-531 801
-894 20
585 -775
386 -73
691 -349
-29 39
625 -303
-843 -739
-726 -899
816 -985
-278 -956
270 523
-578 -241
-400 294
423 524
-753 -556
220 102
-387 131
144 608
278 851
543 -353
-870 775
-230 -694
-395 -98
-521 498
772 -31
983 -722
985 215
573 9
-944 93
-57 665
37 -525
-949 488
905 636
-486 -438
345 517
-295 389
661 51
-289 831
-661 240
847 795
-98 -483
139 -774
-763 -43
-486 -468
-182 758
-909 -464
189 194
826 865
878 144
-920 806
-273 -123
288 -364
52 -972
-507 769
-542 96
869 -414
55 -998
-552 408
-32 207
228 -499
661 402
-487 471
586 -135
-638 566
-116 -697
524 -592
-866 852
661 979
539 -9
-906 39
-231 -932
286 831
83 -115
-136 -774
534 -927
-661 -758
-397 -774
-768 -910
-807 562
989 472
669 721
-700 -717
-642 761
-462 132
-342 145
-807 -733
878 184
883 -585
-488 -999
474 -263
-574 -276
-483 -753
-2 700
148 -904
972 968
834 -574
-744 -765
52 -879
921 -701
-347 -422
396 140
838 399
43 934
-696 -69
899 292
-964 -64
112 271
-615 -640
814 -976
-933 298
-997 -948
848 -45
265 560
-650 -787
175 397
436 -384
595 -867
720 757
362 496
-339 -182
-974 -490
-371 760
-404 -333
711 -556
588 542
918 834
1 -936
562 379
-99 -262
176 -956
-48 58
681 0
1000 -429
756 781
265 448
-573 747
864 -238
-841 808
-920 -16
509 782
113 -27
-330 341
-685 964
393 255
802 -108
841 240
735 -85
-944 -249
-577 -683
367 433
-270 40
-346 834
186 -310
-625 -402
-376 -75
-944 -688
845 717
-812 861
-495 -386
765 680
-728 874
32 -125
214 -925
573 728
-817 966
-567 -701
868 625
218 -467
-502 -929
808 777
-910 -31
-566 734
547 584
411 -179
927 -998
410 -296
680 -539
252 -214
-327 -398
-259 902
375 395
-523 491
202 -343
877 292
12 740
-50 -804
-64 -459
47 987
-132 -980
410 123
-498 119
207 394
635 942
-638 -395
143 862
-135 -138
-281 -936
827 926
-626 -235
-424 -357
104 700
-553 -925
-544 -966
-909 628
-464 -106
198 293
588 -687
388 -870
-41 -127
666 698
815 276
311 935
652 -967
-956 963
-151 619
-851 324
-90 -623
363 -835
-362 -217
-938 -484
-336 787
-751 871
746 -217
-756 -524
398 385
864 289
-70 644
544 861
-172 275
658 -895
96 -669
-982 -60
219 732
-820 -556
183 333
491 -866
-467 -456
-824 -218
574 537
490 -608
-705 -428
938 -611
-880 873
994 359
608 616
-780 86
417 8
-62 123
941 616
866 -280
-801 111
-987 -69
-664 -113
305 -63
-28 625
514 -642
-676 511
870 30
-133 737
-42 881
-972 -552
828 673
978 834
-112 -91
-744 -847
826 670
-388 -235
-797 534
451 -270
461 506
-375 746
496 763
-790 984
354 990
-108 504
878 79
-960 608
-484 662
-682 443
973 293
746 912
-225 -754
-947 345
128 -462
-475 -849
398 662
-117 19
-320 101
290 154
-258 161
-687 44
-636 -84
-140 -830
56 -824
52 609
552 -537
52 -789
581 755
-443 -501
-839 756
69 -149
-366 557
-724 272
-962 -787
777 833
-377 557
803 275
-551 381
-664 647
354 588
98 795
3 -333
-88 -727
853 414
-747 -21
846 -967
799 -504
420 793
702 -629
487 -629
-743 528
-81 -607
-210 430
888 92
810 -231
786 -16
606 925
990 560
483 -624
-82 954
-970 -280
395 -664
-446 -988
298 684
439 -224
-432 65
-16 -937
-882 -942
-360 6
-592 -155
-144 919
-37 502
68 -85
222 -495
-21 -344
-279 583
171 -302
650 -27
-831 9
-563 141
458 237
95 -560
-772 -874
-555 952
483 -221
-460 -472
353 492
-811 -668
-501 774
-93 183
-562 151
-826 -990
352 -518
-807 196
740 -527
-391 -67
720 636
191 339
402 170
-986 -788
-11 62
786 -484
-598 811
626 -399
877 922
-254 369
679 175
-713 -806
686 908
-682 854
703 -357
-533 884
202 -793
508 -4
80 912
740 -432
538 830
102 590
750 755
324 44
632 764
148 -863
646 -732
812 482
531 -867
893 -788
57 366
-587 376
-915 -544
-670 -860
413 9
-887 744
-945 975
-527 548
-874 74
-388 -763
887 486
-168 -286
369 62
-486 589
-361 -509
-87 630
-997 758
508 -851
605 932
-174 94
512 -791
-533 -772
-906 -209
-485 -633
60 763
623 -351
-630 -757
-282 -245
603 -51
-296 -530
-534 294
-280 -55
-861 600
-622 486
-287 250
369 -155
81 -305
-965 176
104 828
-745 -469
-682 251
803 25
57 -429
279 393
579 787
666 -442
-107 229
611 -918
919 -410
677 -40
360 -323
937 -748
965 -307
254 -548
-987 -149
-321 431
-77 -15
-697 272
-790 541
-652 745
-929 -672
884 579
741 500
407 -723
957 476
-63 922
311 732
803 -337
577 -357
-162 -172
833 -4
-171 -8
-937 -36
982 -179
-464 497
26 295
648 8
-222 -556
-797 -993
-160 407
-222 363
386 -348
436 -973
242 360
-460 291
-416 108
549 911
-2 822
-4 349
-214 479
729 203
-332 -134
531 -281
749 927
-969 971
619 529
382 -845
566 739
940 59
-530 -564
-74 468
-867 -232
106 -120
83 459
126 -644
-725 568
-715 142
698 37
-863 -514
-959 -784
820 -82
266 -594
-481 91
76 318
355 558
709 161
-869 -728
211 305
63 649
-125 -250
-511 -510
469 450
-763 578
910 -501
652 50
180 714
998 594
-842 944
-569 616
318 -639
-905 -195
73 374
-484 -405
984 -121
871 -354
704 -672
-300 -960
-300 680
-10 119
-440 211
895 927
542 617
-887 -760
68 937
361 149
645 184
-371 203
-123 -878
651 -713
-566 264
1 276
739 440
251 -376
-486 898
265 58
674 710
185 581
-665 82
-341 585
988 -686
-633 -775
586 -145
169 -521
-571 -517
494 -404
359 871
985 -370
951 125
483 -5
195 709
112 -237
331 696
-889 454
-217 -363
484 -335
845 -69
448 970
107 889
812 -833
-962 414
809 230
-20 -487
146 -400
908 -346
-610 27
765 -263
-920 667
-889 -663
726 889
798 519
-175 -183
17 188
-765 281
-780 -54
-40 395
-397 350
-639 271
-34 -369
-680 -129
62 210
-806 193
-129 -755
-786 534
280 641
-306 -85
239 952
-688 958
-961 -653
-261 -945
277 713
-93 -146
720 -822
-910 955
-346 -635
123 -775
197 -390
572 242
-318 -157
-626 431
-492 -333
602 500
-26 563
122 -292
-165 892
629 575
-896 -79
337 -796
-592 862
-315 -685
977 867
30 -260
-265 -133
-927 168
-153 540
228 -320
-367 -393
420 131
-642 -440
280 -715
660 934
742 -857
354 -655
618 117
-652 -423
-251 -630
-423 -501
-357 -366
947 -878
-727 -644
-479 -320
425 -592
934 814
168 96
709 -625
-382 -888
-31 -421
642 606
-136 -173
508 -680
-438 498
346 960
-567 829
-818 -633
-549 421
-743 -468
548 -542
-483 -681
-299 -826
839 95
-632 -590
857 786
184 -766
363 -453
529 -256
188 -811
-222 -107
-361 934
-557 855
210 946
-349 -652
-383 201
-253 -326
-789 -601
-577 -667
776 251
162 401
166 -119
995 -568
385 -276
257 199
98 464
-988 998
990 988
-322 479
446 173
-230 -844
-68 -216
787 619
581 541
-684 590
-816 345
-907 -578
-728 234
-134 632
-690 -231
272 -253
177 846
-577 -130
192 -19
895 149
769 -443
569 784
508 -366
676 -768
111 212
332 -323
278 -328
27 -447
-441 867
483 -791
-506 -669
-306 997
517 981
683 383
490 -520
796 496
260 -152
37 384
-985 495
882 -44
-455 -826
899 662
-846 -167
-529 507
-462 389
-323 91
-977 189
-474 756
175 -458
-628 90
346 -996
147 -827
405 133
189 -485
-903 431
608 -34
-237 -179
-340 422
-29 33
-574 388
-699 838
930 841
601 371
883 -831
796 276
829 -978
380 853
968 160
281 237
691 -234
849 891
658 -854
279 562
-753 129
-105 981
281 -450
-273 679
-573 -181
166 470
-528 -468
-220 705
673 -841
-178 318
-155 597
758 924
80 492
233 784
-606 877
199 -919
-119 113
-357 -109
618 462
522 -409
-364 -173
500 879
-614 437
-303 -847
-627 -282
620 269
-270 772
-468 757
-210 -338
-913 -718
-513 -871
200 657
643 -818
-118 -238
-748 -72
-913 543
184 -158
-21 237
432 -718
-491 -446
704 -185
-845 -539
386 -572
-980 647
391 508
357 86
-409 -27
238 343
-140 -654
492 -131
814 -888
-613 -16
-791 672
-291 468
80 -978
554 -637
523 941
120 681
138 699
-177 -370
-302 845
464 542
999 927
-740 -966
459 559
665 219
170 -765
-479 353
980 961
754 939
-890 -164
-464 -840
54 836
503 531
-852 -995
-668 34
407 -457
-181 -997
68 -805
483 839
-59 658
-966 909
138 -438
-226 613
267 891
-167 887
522 944
-549 -288
-531 754
47 925
830 -365
658 866
-31 803
-549 -805
31 -453
517 225
-266 -213
-616 669
-440 -704
-319 985
-60 -399
949 209
-141 915
-642 -274
139 -115
-349 150
-597 -271
985 -835
-248 250
-143 36
-355 -693
807 -257
-659 -429
-434 -435
-508 202
767 738
80 956
0 -256
-783 811
-952 302
-179 -330
-344 203
677 723
528 157
623 -700
-881 -971
-611 -117
84 278
493 -755
58 324
-266 949
-788 298
21 -496
-374 947
-488 925
182 -237
-434 149
137 -190
-197 -324
-99 362
-464 913
902 -959
281 -781
-339 -649
502 547
490 -946
-798 -703
318 -358
542 813
-471 62
590 392
-478 -28
-668 -19
-640 -142
220 76
-538 -787
-153 -819
427 -813
380 -549
-423 540
21 240
298 -373
-284 912
704 -175
284 201
894 247
247 396
456 -399
-540 116
345 176
-240 180
-620 -260
-526 -563
417 -751
314 614
-122 -964
-488 -806
984 886
-859 -868
389 443
-830 -558
-314 123
-729 42
28 -118
-952 -452
311 -913
-103 -22
-479 547
-804 -680
-708 772
933 904
380 910
-128 -214
352 -350
1000 -375
913 -961
666 975
546 -736
-440 -158
-101 -761
845 301
281 213
-568 383
338 556
-590 596
-591 683
-987 -338
-376 -909
378 -816
195 17
533 -451
925 -92
996 997
-568 479
-891 769
636 -375
506 -580
-553 -505
193 -83
-782 704
-121 -498
-137 -703
-265 279
398 505
-364 986
471 111
728 -824
-520 947
955 -372
914 34
-175 932
243 750
-759 188
420 52
-430 552
126 -117
-763 531
696 737
286 708
955 -628
266 -147
328 397
-348 927
409 271
839 -692
-607 -312
-60 947
-801 -743
-540 -79
847 -406
-768 163
541 -277
-781 982
894 741
-278 -313
-692 -641
538 -366
-746 -451
815 206
239 -994
160 282
-55 -539
980 957
682 -310
-696 -103
-660 690
869 -745
651 189
-83 -610
48 -739
173 -62
415 29
590 -611
703 233
787 789
-735 836
-673 541
474 -334
184 -998
50 316
804 98
288 593
-600 992
803 376
417 312
-779 105
682 -710
948 -662
-883 448
115 -541
502 -883
-644 -362
-822 -9
-644 -634
779 -482
29 -925
2 95
570 -152
-145 -714
-493 235
642 998
445 -285
-979 -534
-92 -738
830 518
168 -575
-924 732
77 907
658 -692
457 -12
-791 524
-584 520
876 -126
-516 560
-352 -238
-691 295
-612 423
-760 920
-111 819
893 -628
-349 400
272 -71
839 272
-155 34
-579 -740
583 597
181 281
-846 122
-371 -735
409 463
-617 -97
628 -10
-441 679
982 -303
-92 60
-832 -812
-891 409
909 514
168 96
826 512
95 277
-940 18
-933 -663
-474 -541
78 -670
-929 -331
808 -580
-29 113
661 -830
-103 -66
-795 -927
39 -485
-247 999
740 -121
-943 -636
233 -887
524 284
-634 741
755 -403
344 457
-647 -89
-137 -886
117 934
-486 -450
427 -578
868 438
-706 292
718 28
606 862
392 -213
441 -263
110 234
-792 135
960 226
18 -315
786 190
-883 -623
145 -182
825 -237
-399 -844
137 -194
-71 -380
178 500
930 174
-393 -299
-686 603
-466 463
946 454
1 866
-776 -753
760 -880
493 644
-515 -109
-879 845
-283 738
-927 -399
792 -448
-127 340
-299 -118
862 -233
-403 -162
272 -330
-426 -358
921 -293
-705 -757
-970 209
-163 812
422 -621
-240 -682
783 430
553 329
851 26
703 45
-44 -135
-598 -35
-555 609
377 472
753 568
857 -217
-707 360
657 -853
-870 821
369 -519
995 -938
-615 -434
802 375
-303 -177
952 -537
141 961
982 805
617 577
752 356
-862 -735
527 -923
-307 -235
-733 -92
106 569
-862 788
274 -473
80 240
-113 907
-651 -699
-986 -389
-59 308
-651 371
578 -733
325 -265
100 -27
930 -747
-261 -705
-283 448
-58 -74
835 -619
80 -911
-215 403
805 -222
-335 -359
-48 -953
-20 -578
-321 900
-660 -513
-975 -324
334 1000
581 253
-88 633
574 -758
424 932
58 -117
67 -608
-635 -64
-718 -799
343 232
-493 204
543 -140
351 -759
-113 271
482 269
897 53
-262 -14
-631 -649
-513 -527
-725 -828
457 672
-680 880
862 -164
-806 573
-842 120
199 96
20 -947
400 603
234 -48
-130 597
474 -320
434 -372
-12 -294
-828 640
-609 185
-617 630
963 957
922 -959
482 741
548 -349
403 -181
403 -208
-260 143
461 -983
892 37
-106 -535
-363 -280
-972 -59
748 842
-20 590
730 259
-162 550
547 -873
-932 87
103 -714
700 -199
523 989
819 -450
-429 197
-166 -880
-877 431
21 -230
658 786
-597 -498
-790 -684
-176 641
172 -976
-314 -882
711 -721
-707 1000
-522 284
147 -884
138 49
458 480
-588 449
182 765
-759 -86
443 880
50 -959
-938 953
-489 155
-119 796
37 -890
417 -759
-717 853
319 758
-656 -344
690 733
858 -25
405 340
845 -680
807 -629
-981 659
679 -682
28 460
297 -79
-681 -32
-451 427
160 -285
-161 800
948 -751
-793 -782
-334 712
-554 -310
-636 143
816 600
413 35
142 150
-374 -334
-781 -459
-825 -889
430 56
251 -703
-944 54
949 -274
769 401
851 812
-544 -834
872 -990
84 -232
-388 -674
934 -545
263 47
-208 -22
-270 -69
-554 -793
-527 -71
451 307
999 -381
-109 -221
-942 -902
899 -835
-289 58
-636 -478
458 243
500 186
86 609
-969 -856
-898 -783
811 312
439 -503
-594 19
-813 -726
-266 -574
16 -900
-956 827
228 971
204 798
-272 409
44 -142
-786 -623
18 -493
692 -546
997 671
483 483
-506 334
-982 54
-309 522
-121 437
-777 -282
-472 -99
259 979
24 960
922 -858
-711 296
-198 -262
993 -38
643 -689
-459 399
-887 965
696 615
-959 -75
518 -808
589 583
978 293
-342 337
-938 -184
-165 119
-977 -133
-177 -62
-662 105
895 -494
722 -863
133 -342
-208 -667
-198 671
825 594
788 332
-964 8
963 -922
-658 465
782 877
717 148
838 259
-797 30
-213 -47
-191 287
933 -884
-743 832
315 -486
-123 430
-146 730
829 315
-827 -547
402 157
467 -178
-986 318
-567 407
-553 -309
-297 665
298 -33
-935 -439
-294 -555
-584 996
219 -218
-503 917
427 228
547 -282
-922 -853
104 274
-449 -412
-652 -509
788 683
686 -427
-939 531
-668 -842
-918 -851
364 -961
522 710
524 -699
-169 -689
431 -686
-143 -281
-313 -345
525 834
-196 -180
-41 875
-364 152
-499 -991
-489 502
308 636
639 -679
134 847
137 656
815 -366
-661 636
-383 606
648 217
-486 -401
-400 686
-145 -852
910 287
845 674
663 -328
-457 796
212 132
-732 48
-237 -470
-951 -665
-15 -507
549 433
-943 211
37 -226
-917 376
-998 -926
-224 -304
347 -986
212 -94
-83 677
-170 -682
930 -867
452 337
-166 770
-397 703
-910 91
769 -477
968 -941
-298 -202
-168 -35
-396 944
-337 550
420 166
-115 -482
850 795
96 -63
-901 16
-9 325
16 949
218 715
-487 -664
-649 339
475 318
652 -463
-320 796
277 399
879 634
-217 967
509 502
-479 -728
206 435
-933 -407
345 -522
-735 -153
-870 142
816 32
722 -411
-348 -699
-489 -871
396 -851
-888 -982
426 -196
333 -806
348 -742
-60 -269
725 -79
988 44
-577 -370
69 133
-486 187
-436 -158
752 -52
657 -766
-651 559
-610 192
230 -452
101 249
332 771
961 360
913 494
-867 942
231 -893
-800 481
725 295
380 36
-448 -749
939 -497
-37 -216
624 -106
-45 -745
-644 -46
-343 -358
602 -121
-774 -793
-145 -782
670 -310
797 396
-238 950
36 259
304 4
506 -183
629 -900
-125 -70
118 713
883 376
731 -126
-424 977
-659 183
-251 -561
954 -171
770 975
-436 770
109 -806
209 -917
719 142
-471 -98
207 511
787 627
638 709
-948 386
-608 -27
492 -695
-764 576
-498 -289
-469 -1
-106 -125
685 469
358 988
916 -358
844 570
459 -57
982 282
-437 -662
-484 554
-185 -883
668 81
-431 550
800 68
160 -859
-926 -245
-246 137
975 867
486 116
-408 -381
-269 270
-809 618
539 -394
372 95
727 47
-107 -284
97 -970
734 73
224 709
-904 601
513 -696
-474 747
987 476
798 623
812 268
-335 141
274 -983
96 -69
-870 -65
-643 805
352 203
-582 601
836 -378
349 430
809 -233
-604 -491
-793 936
49 320
863 453
157 208
-116 121
-442 904
563 992
762 698
84 841
352 -238
720 956
-362 -974
-660 -697
-744 262
686 820
-657 668
-428 876
68 326
-454 -223
729 702
-777 82
627 -239
-974 -837
699 755
311 -840
897 -714
-169 -110
-470 -207
343 -857
105 631
899 -477
-786 76
